dt_abertura;Year;Month;Day
21/02/1982;1982;fev;21
22/02/1982;1982;fev;22
23/02/1982;1982;fev;23
24/02/1982;1982;fev;24
25/02/1982;1982;fev;25
26/02/1982;1982;fev;26
27/02/1982;1982;fev;27
28/02/1982;1982;fev;28
01/03/1982;1982;mar;1
02/03/1982;1982;mar;2
03/03/1982;1982;mar;3
04/03/1982;1982;mar;4
05/03/1982;1982;mar;5
06/03/1982;1982;mar;6
07/03/1982;1982;mar;7
08/03/1982;1982;mar;8
09/03/1982;1982;mar;9
10/03/1982;1982;mar;10
11/03/1982;1982;mar;11
12/03/1982;1982;mar;12
13/03/1982;1982;mar;13
14/03/1982;1982;mar;14
15/03/1982;1982;mar;15
16/03/1982;1982;mar;16
17/03/1982;1982;mar;17
18/03/1982;1982;mar;18
19/03/1982;1982;mar;19
20/03/1982;1982;mar;20
21/03/1982;1982;mar;21
22/03/1982;1982;mar;22
23/03/1982;1982;mar;23
24/03/1982;1982;mar;24
25/03/1982;1982;mar;25
26/03/1982;1982;mar;26
27/03/1982;1982;mar;27
28/03/1982;1982;mar;28
29/03/1982;1982;mar;29
30/03/1982;1982;mar;30
31/03/1982;1982;mar;31
01/04/1982;1982;abr;1
02/04/1982;1982;abr;2
03/04/1982;1982;abr;3
04/04/1982;1982;abr;4
05/04/1982;1982;abr;5
06/04/1982;1982;abr;6
07/04/1982;1982;abr;7
08/04/1982;1982;abr;8
09/04/1982;1982;abr;9
10/04/1982;1982;abr;10
11/04/1982;1982;abr;11
12/04/1982;1982;abr;12
13/04/1982;1982;abr;13
14/04/1982;1982;abr;14
15/04/1982;1982;abr;15
16/04/1982;1982;abr;16
17/04/1982;1982;abr;17
18/04/1982;1982;abr;18
19/04/1982;1982;abr;19
20/04/1982;1982;abr;20
21/04/1982;1982;abr;21
22/04/1982;1982;abr;22
23/04/1982;1982;abr;23
24/04/1982;1982;abr;24
25/04/1982;1982;abr;25
26/04/1982;1982;abr;26
27/04/1982;1982;abr;27
28/04/1982;1982;abr;28
29/04/1982;1982;abr;29
30/04/1982;1982;abr;30
01/05/1982;1982;mai;1
02/05/1982;1982;mai;2
03/05/1982;1982;mai;3
04/05/1982;1982;mai;4
05/05/1982;1982;mai;5
06/05/1982;1982;mai;6
07/05/1982;1982;mai;7
08/05/1982;1982;mai;8
09/05/1982;1982;mai;9
10/05/1982;1982;mai;10
11/05/1982;1982;mai;11
12/05/1982;1982;mai;12
13/05/1982;1982;mai;13
14/05/1982;1982;mai;14
15/05/1982;1982;mai;15
16/05/1982;1982;mai;16
17/05/1982;1982;mai;17
18/05/1982;1982;mai;18
19/05/1982;1982;mai;19
20/05/1982;1982;mai;20
21/05/1982;1982;mai;21
22/05/1982;1982;mai;22
23/05/1982;1982;mai;23
24/05/1982;1982;mai;24
25/05/1982;1982;mai;25
26/05/1982;1982;mai;26
27/05/1982;1982;mai;27
28/05/1982;1982;mai;28
29/05/1982;1982;mai;29
30/05/1982;1982;mai;30
31/05/1982;1982;mai;31
01/06/1982;1982;jun;1
02/06/1982;1982;jun;2
03/06/1982;1982;jun;3
04/06/1982;1982;jun;4
05/06/1982;1982;jun;5
06/06/1982;1982;jun;6
07/06/1982;1982;jun;7
08/06/1982;1982;jun;8
09/06/1982;1982;jun;9
10/06/1982;1982;jun;10
11/06/1982;1982;jun;11
12/06/1982;1982;jun;12
13/06/1982;1982;jun;13
14/06/1982;1982;jun;14
15/06/1982;1982;jun;15
16/06/1982;1982;jun;16
17/06/1982;1982;jun;17
18/06/1982;1982;jun;18
19/06/1982;1982;jun;19
20/06/1982;1982;jun;20
21/06/1982;1982;jun;21
22/06/1982;1982;jun;22
23/06/1982;1982;jun;23
24/06/1982;1982;jun;24
25/06/1982;1982;jun;25
26/06/1982;1982;jun;26
27/06/1982;1982;jun;27
28/06/1982;1982;jun;28
29/06/1982;1982;jun;29
30/06/1982;1982;jun;30
01/07/1982;1982;jul;1
02/07/1982;1982;jul;2
03/07/1982;1982;jul;3
04/07/1982;1982;jul;4
05/07/1982;1982;jul;5
06/07/1982;1982;jul;6
07/07/1982;1982;jul;7
08/07/1982;1982;jul;8
09/07/1982;1982;jul;9
10/07/1982;1982;jul;10
11/07/1982;1982;jul;11
12/07/1982;1982;jul;12
13/07/1982;1982;jul;13
14/07/1982;1982;jul;14
15/07/1982;1982;jul;15
16/07/1982;1982;jul;16
17/07/1982;1982;jul;17
18/07/1982;1982;jul;18
19/07/1982;1982;jul;19
20/07/1982;1982;jul;20
21/07/1982;1982;jul;21
22/07/1982;1982;jul;22
23/07/1982;1982;jul;23
24/07/1982;1982;jul;24
25/07/1982;1982;jul;25
26/07/1982;1982;jul;26
27/07/1982;1982;jul;27
28/07/1982;1982;jul;28
29/07/1982;1982;jul;29
30/07/1982;1982;jul;30
31/07/1982;1982;jul;31
01/08/1982;1982;ago;1
02/08/1982;1982;ago;2
03/08/1982;1982;ago;3
04/08/1982;1982;ago;4
05/08/1982;1982;ago;5
06/08/1982;1982;ago;6
07/08/1982;1982;ago;7
08/08/1982;1982;ago;8
09/08/1982;1982;ago;9
10/08/1982;1982;ago;10
11/08/1982;1982;ago;11
12/08/1982;1982;ago;12
13/08/1982;1982;ago;13
14/08/1982;1982;ago;14
15/08/1982;1982;ago;15
16/08/1982;1982;ago;16
17/08/1982;1982;ago;17
18/08/1982;1982;ago;18
19/08/1982;1982;ago;19
20/08/1982;1982;ago;20
21/08/1982;1982;ago;21
22/08/1982;1982;ago;22
23/08/1982;1982;ago;23
24/08/1982;1982;ago;24
25/08/1982;1982;ago;25
26/08/1982;1982;ago;26
27/08/1982;1982;ago;27
28/08/1982;1982;ago;28
29/08/1982;1982;ago;29
30/08/1982;1982;ago;30
31/08/1982;1982;ago;31
01/09/1982;1982;set;1
02/09/1982;1982;set;2
03/09/1982;1982;set;3
04/09/1982;1982;set;4
05/09/1982;1982;set;5
06/09/1982;1982;set;6
07/09/1982;1982;set;7
08/09/1982;1982;set;8
09/09/1982;1982;set;9
10/09/1982;1982;set;10
11/09/1982;1982;set;11
12/09/1982;1982;set;12
13/09/1982;1982;set;13
14/09/1982;1982;set;14
15/09/1982;1982;set;15
16/09/1982;1982;set;16
17/09/1982;1982;set;17
18/09/1982;1982;set;18
19/09/1982;1982;set;19
20/09/1982;1982;set;20
21/09/1982;1982;set;21
22/09/1982;1982;set;22
23/09/1982;1982;set;23
24/09/1982;1982;set;24
25/09/1982;1982;set;25
26/09/1982;1982;set;26
27/09/1982;1982;set;27
28/09/1982;1982;set;28
29/09/1982;1982;set;29
30/09/1982;1982;set;30
01/10/1982;1982;out;1
02/10/1982;1982;out;2
03/10/1982;1982;out;3
04/10/1982;1982;out;4
05/10/1982;1982;out;5
06/10/1982;1982;out;6
07/10/1982;1982;out;7
08/10/1982;1982;out;8
09/10/1982;1982;out;9
10/10/1982;1982;out;10
11/10/1982;1982;out;11
12/10/1982;1982;out;12
13/10/1982;1982;out;13
14/10/1982;1982;out;14
15/10/1982;1982;out;15
16/10/1982;1982;out;16
17/10/1982;1982;out;17
18/10/1982;1982;out;18
19/10/1982;1982;out;19
20/10/1982;1982;out;20
21/10/1982;1982;out;21
22/10/1982;1982;out;22
23/10/1982;1982;out;23
24/10/1982;1982;out;24
25/10/1982;1982;out;25
26/10/1982;1982;out;26
27/10/1982;1982;out;27
28/10/1982;1982;out;28
29/10/1982;1982;out;29
30/10/1982;1982;out;30
31/10/1982;1982;out;31
01/11/1982;1982;nov;1
02/11/1982;1982;nov;2
03/11/1982;1982;nov;3
04/11/1982;1982;nov;4
05/11/1982;1982;nov;5
06/11/1982;1982;nov;6
07/11/1982;1982;nov;7
08/11/1982;1982;nov;8
09/11/1982;1982;nov;9
10/11/1982;1982;nov;10
11/11/1982;1982;nov;11
12/11/1982;1982;nov;12
13/11/1982;1982;nov;13
14/11/1982;1982;nov;14
15/11/1982;1982;nov;15
16/11/1982;1982;nov;16
17/11/1982;1982;nov;17
18/11/1982;1982;nov;18
19/11/1982;1982;nov;19
20/11/1982;1982;nov;20
21/11/1982;1982;nov;21
22/11/1982;1982;nov;22
23/11/1982;1982;nov;23
24/11/1982;1982;nov;24
25/11/1982;1982;nov;25
26/11/1982;1982;nov;26
27/11/1982;1982;nov;27
28/11/1982;1982;nov;28
29/11/1982;1982;nov;29
30/11/1982;1982;nov;30
01/12/1982;1982;dez;1
02/12/1982;1982;dez;2
03/12/1982;1982;dez;3
04/12/1982;1982;dez;4
05/12/1982;1982;dez;5
06/12/1982;1982;dez;6
07/12/1982;1982;dez;7
08/12/1982;1982;dez;8
09/12/1982;1982;dez;9
10/12/1982;1982;dez;10
11/12/1982;1982;dez;11
12/12/1982;1982;dez;12
13/12/1982;1982;dez;13
14/12/1982;1982;dez;14
15/12/1982;1982;dez;15
16/12/1982;1982;dez;16
17/12/1982;1982;dez;17
18/12/1982;1982;dez;18
19/12/1982;1982;dez;19
20/12/1982;1982;dez;20
21/12/1982;1982;dez;21
22/12/1982;1982;dez;22
23/12/1982;1982;dez;23
24/12/1982;1982;dez;24
25/12/1982;1982;dez;25
26/12/1982;1982;dez;26
27/12/1982;1982;dez;27
28/12/1982;1982;dez;28
29/12/1982;1982;dez;29
30/12/1982;1982;dez;30
31/12/1982;1982;dez;31
01/01/1983;1983;jan;1
02/01/1983;1983;jan;2
03/01/1983;1983;jan;3
04/01/1983;1983;jan;4
05/01/1983;1983;jan;5
06/01/1983;1983;jan;6
07/01/1983;1983;jan;7
08/01/1983;1983;jan;8
09/01/1983;1983;jan;9
10/01/1983;1983;jan;10
11/01/1983;1983;jan;11
12/01/1983;1983;jan;12
13/01/1983;1983;jan;13
14/01/1983;1983;jan;14
15/01/1983;1983;jan;15
16/01/1983;1983;jan;16
17/01/1983;1983;jan;17
18/01/1983;1983;jan;18
19/01/1983;1983;jan;19
20/01/1983;1983;jan;20
21/01/1983;1983;jan;21
22/01/1983;1983;jan;22
23/01/1983;1983;jan;23
24/01/1983;1983;jan;24
25/01/1983;1983;jan;25
26/01/1983;1983;jan;26
27/01/1983;1983;jan;27
28/01/1983;1983;jan;28
29/01/1983;1983;jan;29
30/01/1983;1983;jan;30
31/01/1983;1983;jan;31
01/02/1983;1983;fev;1
02/02/1983;1983;fev;2
03/02/1983;1983;fev;3
04/02/1983;1983;fev;4
05/02/1983;1983;fev;5
06/02/1983;1983;fev;6
07/02/1983;1983;fev;7
08/02/1983;1983;fev;8
09/02/1983;1983;fev;9
10/02/1983;1983;fev;10
11/02/1983;1983;fev;11
12/02/1983;1983;fev;12
13/02/1983;1983;fev;13
14/02/1983;1983;fev;14
15/02/1983;1983;fev;15
16/02/1983;1983;fev;16
17/02/1983;1983;fev;17
18/02/1983;1983;fev;18
19/02/1983;1983;fev;19
20/02/1983;1983;fev;20
21/02/1983;1983;fev;21
22/02/1983;1983;fev;22
23/02/1983;1983;fev;23
24/02/1983;1983;fev;24
25/02/1983;1983;fev;25
26/02/1983;1983;fev;26
27/02/1983;1983;fev;27
28/02/1983;1983;fev;28
01/03/1983;1983;mar;1
02/03/1983;1983;mar;2
03/03/1983;1983;mar;3
04/03/1983;1983;mar;4
05/03/1983;1983;mar;5
06/03/1983;1983;mar;6
07/03/1983;1983;mar;7
08/03/1983;1983;mar;8
09/03/1983;1983;mar;9
10/03/1983;1983;mar;10
11/03/1983;1983;mar;11
12/03/1983;1983;mar;12
13/03/1983;1983;mar;13
14/03/1983;1983;mar;14
15/03/1983;1983;mar;15
16/03/1983;1983;mar;16
17/03/1983;1983;mar;17
18/03/1983;1983;mar;18
19/03/1983;1983;mar;19
20/03/1983;1983;mar;20
21/03/1983;1983;mar;21
22/03/1983;1983;mar;22
23/03/1983;1983;mar;23
24/03/1983;1983;mar;24
25/03/1983;1983;mar;25
26/03/1983;1983;mar;26
27/03/1983;1983;mar;27
28/03/1983;1983;mar;28
29/03/1983;1983;mar;29
30/03/1983;1983;mar;30
31/03/1983;1983;mar;31
01/04/1983;1983;abr;1
02/04/1983;1983;abr;2
03/04/1983;1983;abr;3
04/04/1983;1983;abr;4
05/04/1983;1983;abr;5
06/04/1983;1983;abr;6
07/04/1983;1983;abr;7
08/04/1983;1983;abr;8
09/04/1983;1983;abr;9
10/04/1983;1983;abr;10
11/04/1983;1983;abr;11
12/04/1983;1983;abr;12
13/04/1983;1983;abr;13
14/04/1983;1983;abr;14
15/04/1983;1983;abr;15
16/04/1983;1983;abr;16
17/04/1983;1983;abr;17
18/04/1983;1983;abr;18
19/04/1983;1983;abr;19
20/04/1983;1983;abr;20
21/04/1983;1983;abr;21
22/04/1983;1983;abr;22
23/04/1983;1983;abr;23
24/04/1983;1983;abr;24
25/04/1983;1983;abr;25
26/04/1983;1983;abr;26
27/04/1983;1983;abr;27
28/04/1983;1983;abr;28
29/04/1983;1983;abr;29
30/04/1983;1983;abr;30
01/05/1983;1983;mai;1
02/05/1983;1983;mai;2
03/05/1983;1983;mai;3
04/05/1983;1983;mai;4
05/05/1983;1983;mai;5
06/05/1983;1983;mai;6
07/05/1983;1983;mai;7
08/05/1983;1983;mai;8
09/05/1983;1983;mai;9
10/05/1983;1983;mai;10
11/05/1983;1983;mai;11
12/05/1983;1983;mai;12
13/05/1983;1983;mai;13
14/05/1983;1983;mai;14
15/05/1983;1983;mai;15
16/05/1983;1983;mai;16
17/05/1983;1983;mai;17
18/05/1983;1983;mai;18
19/05/1983;1983;mai;19
20/05/1983;1983;mai;20
21/05/1983;1983;mai;21
22/05/1983;1983;mai;22
23/05/1983;1983;mai;23
24/05/1983;1983;mai;24
25/05/1983;1983;mai;25
26/05/1983;1983;mai;26
27/05/1983;1983;mai;27
28/05/1983;1983;mai;28
29/05/1983;1983;mai;29
30/05/1983;1983;mai;30
31/05/1983;1983;mai;31
01/06/1983;1983;jun;1
02/06/1983;1983;jun;2
03/06/1983;1983;jun;3
04/06/1983;1983;jun;4
05/06/1983;1983;jun;5
06/06/1983;1983;jun;6
07/06/1983;1983;jun;7
08/06/1983;1983;jun;8
09/06/1983;1983;jun;9
10/06/1983;1983;jun;10
11/06/1983;1983;jun;11
12/06/1983;1983;jun;12
13/06/1983;1983;jun;13
14/06/1983;1983;jun;14
15/06/1983;1983;jun;15
16/06/1983;1983;jun;16
17/06/1983;1983;jun;17
18/06/1983;1983;jun;18
19/06/1983;1983;jun;19
20/06/1983;1983;jun;20
21/06/1983;1983;jun;21
22/06/1983;1983;jun;22
23/06/1983;1983;jun;23
24/06/1983;1983;jun;24
25/06/1983;1983;jun;25
26/06/1983;1983;jun;26
27/06/1983;1983;jun;27
28/06/1983;1983;jun;28
29/06/1983;1983;jun;29
30/06/1983;1983;jun;30
01/07/1983;1983;jul;1
02/07/1983;1983;jul;2
03/07/1983;1983;jul;3
04/07/1983;1983;jul;4
05/07/1983;1983;jul;5
06/07/1983;1983;jul;6
07/07/1983;1983;jul;7
08/07/1983;1983;jul;8
09/07/1983;1983;jul;9
10/07/1983;1983;jul;10
11/07/1983;1983;jul;11
12/07/1983;1983;jul;12
13/07/1983;1983;jul;13
14/07/1983;1983;jul;14
15/07/1983;1983;jul;15
16/07/1983;1983;jul;16
17/07/1983;1983;jul;17
18/07/1983;1983;jul;18
19/07/1983;1983;jul;19
20/07/1983;1983;jul;20
21/07/1983;1983;jul;21
22/07/1983;1983;jul;22
23/07/1983;1983;jul;23
24/07/1983;1983;jul;24
25/07/1983;1983;jul;25
26/07/1983;1983;jul;26
27/07/1983;1983;jul;27
28/07/1983;1983;jul;28
29/07/1983;1983;jul;29
30/07/1983;1983;jul;30
31/07/1983;1983;jul;31
01/08/1983;1983;ago;1
02/08/1983;1983;ago;2
03/08/1983;1983;ago;3
04/08/1983;1983;ago;4
05/08/1983;1983;ago;5
06/08/1983;1983;ago;6
07/08/1983;1983;ago;7
08/08/1983;1983;ago;8
09/08/1983;1983;ago;9
10/08/1983;1983;ago;10
11/08/1983;1983;ago;11
12/08/1983;1983;ago;12
13/08/1983;1983;ago;13
14/08/1983;1983;ago;14
15/08/1983;1983;ago;15
16/08/1983;1983;ago;16
17/08/1983;1983;ago;17
18/08/1983;1983;ago;18
19/08/1983;1983;ago;19
20/08/1983;1983;ago;20
21/08/1983;1983;ago;21
22/08/1983;1983;ago;22
23/08/1983;1983;ago;23
24/08/1983;1983;ago;24
25/08/1983;1983;ago;25
26/08/1983;1983;ago;26
27/08/1983;1983;ago;27
28/08/1983;1983;ago;28
29/08/1983;1983;ago;29
30/08/1983;1983;ago;30
31/08/1983;1983;ago;31
01/09/1983;1983;set;1
02/09/1983;1983;set;2
03/09/1983;1983;set;3
04/09/1983;1983;set;4
05/09/1983;1983;set;5
06/09/1983;1983;set;6
07/09/1983;1983;set;7
08/09/1983;1983;set;8
09/09/1983;1983;set;9
10/09/1983;1983;set;10
11/09/1983;1983;set;11
12/09/1983;1983;set;12
13/09/1983;1983;set;13
14/09/1983;1983;set;14
15/09/1983;1983;set;15
16/09/1983;1983;set;16
17/09/1983;1983;set;17
18/09/1983;1983;set;18
19/09/1983;1983;set;19
20/09/1983;1983;set;20
21/09/1983;1983;set;21
22/09/1983;1983;set;22
23/09/1983;1983;set;23
24/09/1983;1983;set;24
25/09/1983;1983;set;25
26/09/1983;1983;set;26
27/09/1983;1983;set;27
28/09/1983;1983;set;28
29/09/1983;1983;set;29
30/09/1983;1983;set;30
01/10/1983;1983;out;1
02/10/1983;1983;out;2
03/10/1983;1983;out;3
04/10/1983;1983;out;4
05/10/1983;1983;out;5
06/10/1983;1983;out;6
07/10/1983;1983;out;7
08/10/1983;1983;out;8
09/10/1983;1983;out;9
10/10/1983;1983;out;10
11/10/1983;1983;out;11
12/10/1983;1983;out;12
13/10/1983;1983;out;13
14/10/1983;1983;out;14
15/10/1983;1983;out;15
16/10/1983;1983;out;16
17/10/1983;1983;out;17
18/10/1983;1983;out;18
19/10/1983;1983;out;19
20/10/1983;1983;out;20
21/10/1983;1983;out;21
22/10/1983;1983;out;22
23/10/1983;1983;out;23
24/10/1983;1983;out;24
25/10/1983;1983;out;25
26/10/1983;1983;out;26
27/10/1983;1983;out;27
28/10/1983;1983;out;28
29/10/1983;1983;out;29
30/10/1983;1983;out;30
31/10/1983;1983;out;31
01/11/1983;1983;nov;1
02/11/1983;1983;nov;2
03/11/1983;1983;nov;3
04/11/1983;1983;nov;4
05/11/1983;1983;nov;5
06/11/1983;1983;nov;6
07/11/1983;1983;nov;7
08/11/1983;1983;nov;8
09/11/1983;1983;nov;9
10/11/1983;1983;nov;10
11/11/1983;1983;nov;11
12/11/1983;1983;nov;12
13/11/1983;1983;nov;13
14/11/1983;1983;nov;14
15/11/1983;1983;nov;15
16/11/1983;1983;nov;16
17/11/1983;1983;nov;17
18/11/1983;1983;nov;18
19/11/1983;1983;nov;19
20/11/1983;1983;nov;20
21/11/1983;1983;nov;21
22/11/1983;1983;nov;22
23/11/1983;1983;nov;23
24/11/1983;1983;nov;24
25/11/1983;1983;nov;25
26/11/1983;1983;nov;26
27/11/1983;1983;nov;27
28/11/1983;1983;nov;28
29/11/1983;1983;nov;29
30/11/1983;1983;nov;30
01/12/1983;1983;dez;1
02/12/1983;1983;dez;2
03/12/1983;1983;dez;3
04/12/1983;1983;dez;4
05/12/1983;1983;dez;5
06/12/1983;1983;dez;6
07/12/1983;1983;dez;7
08/12/1983;1983;dez;8
09/12/1983;1983;dez;9
10/12/1983;1983;dez;10
11/12/1983;1983;dez;11
12/12/1983;1983;dez;12
13/12/1983;1983;dez;13
14/12/1983;1983;dez;14
15/12/1983;1983;dez;15
16/12/1983;1983;dez;16
17/12/1983;1983;dez;17
18/12/1983;1983;dez;18
19/12/1983;1983;dez;19
20/12/1983;1983;dez;20
21/12/1983;1983;dez;21
22/12/1983;1983;dez;22
23/12/1983;1983;dez;23
24/12/1983;1983;dez;24
25/12/1983;1983;dez;25
26/12/1983;1983;dez;26
27/12/1983;1983;dez;27
28/12/1983;1983;dez;28
29/12/1983;1983;dez;29
30/12/1983;1983;dez;30
31/12/1983;1983;dez;31
01/01/1984;1984;jan;1
02/01/1984;1984;jan;2
03/01/1984;1984;jan;3
04/01/1984;1984;jan;4
05/01/1984;1984;jan;5
06/01/1984;1984;jan;6
07/01/1984;1984;jan;7
08/01/1984;1984;jan;8
09/01/1984;1984;jan;9
10/01/1984;1984;jan;10
11/01/1984;1984;jan;11
12/01/1984;1984;jan;12
13/01/1984;1984;jan;13
14/01/1984;1984;jan;14
15/01/1984;1984;jan;15
16/01/1984;1984;jan;16
17/01/1984;1984;jan;17
18/01/1984;1984;jan;18
19/01/1984;1984;jan;19
20/01/1984;1984;jan;20
21/01/1984;1984;jan;21
22/01/1984;1984;jan;22
23/01/1984;1984;jan;23
24/01/1984;1984;jan;24
25/01/1984;1984;jan;25
26/01/1984;1984;jan;26
27/01/1984;1984;jan;27
28/01/1984;1984;jan;28
29/01/1984;1984;jan;29
30/01/1984;1984;jan;30
31/01/1984;1984;jan;31
01/02/1984;1984;fev;1
02/02/1984;1984;fev;2
03/02/1984;1984;fev;3
04/02/1984;1984;fev;4
05/02/1984;1984;fev;5
06/02/1984;1984;fev;6
07/02/1984;1984;fev;7
08/02/1984;1984;fev;8
09/02/1984;1984;fev;9
10/02/1984;1984;fev;10
11/02/1984;1984;fev;11
12/02/1984;1984;fev;12
13/02/1984;1984;fev;13
14/02/1984;1984;fev;14
15/02/1984;1984;fev;15
16/02/1984;1984;fev;16
17/02/1984;1984;fev;17
18/02/1984;1984;fev;18
19/02/1984;1984;fev;19
20/02/1984;1984;fev;20
21/02/1984;1984;fev;21
22/02/1984;1984;fev;22
23/02/1984;1984;fev;23
24/02/1984;1984;fev;24
25/02/1984;1984;fev;25
26/02/1984;1984;fev;26
27/02/1984;1984;fev;27
28/02/1984;1984;fev;28
29/02/1984;1984;fev;29
01/03/1984;1984;mar;1
02/03/1984;1984;mar;2
03/03/1984;1984;mar;3
04/03/1984;1984;mar;4
05/03/1984;1984;mar;5
06/03/1984;1984;mar;6
07/03/1984;1984;mar;7
08/03/1984;1984;mar;8
09/03/1984;1984;mar;9
10/03/1984;1984;mar;10
11/03/1984;1984;mar;11
12/03/1984;1984;mar;12
13/03/1984;1984;mar;13
14/03/1984;1984;mar;14
15/03/1984;1984;mar;15
16/03/1984;1984;mar;16
17/03/1984;1984;mar;17
18/03/1984;1984;mar;18
19/03/1984;1984;mar;19
20/03/1984;1984;mar;20
21/03/1984;1984;mar;21
22/03/1984;1984;mar;22
23/03/1984;1984;mar;23
24/03/1984;1984;mar;24
25/03/1984;1984;mar;25
26/03/1984;1984;mar;26
27/03/1984;1984;mar;27
28/03/1984;1984;mar;28
29/03/1984;1984;mar;29
30/03/1984;1984;mar;30
31/03/1984;1984;mar;31
01/04/1984;1984;abr;1
02/04/1984;1984;abr;2
03/04/1984;1984;abr;3
04/04/1984;1984;abr;4
05/04/1984;1984;abr;5
06/04/1984;1984;abr;6
07/04/1984;1984;abr;7
08/04/1984;1984;abr;8
09/04/1984;1984;abr;9
10/04/1984;1984;abr;10
11/04/1984;1984;abr;11
12/04/1984;1984;abr;12
13/04/1984;1984;abr;13
14/04/1984;1984;abr;14
15/04/1984;1984;abr;15
16/04/1984;1984;abr;16
17/04/1984;1984;abr;17
18/04/1984;1984;abr;18
19/04/1984;1984;abr;19
20/04/1984;1984;abr;20
21/04/1984;1984;abr;21
22/04/1984;1984;abr;22
23/04/1984;1984;abr;23
24/04/1984;1984;abr;24
25/04/1984;1984;abr;25
26/04/1984;1984;abr;26
27/04/1984;1984;abr;27
28/04/1984;1984;abr;28
29/04/1984;1984;abr;29
30/04/1984;1984;abr;30
01/05/1984;1984;mai;1
02/05/1984;1984;mai;2
03/05/1984;1984;mai;3
04/05/1984;1984;mai;4
05/05/1984;1984;mai;5
06/05/1984;1984;mai;6
07/05/1984;1984;mai;7
08/05/1984;1984;mai;8
09/05/1984;1984;mai;9
10/05/1984;1984;mai;10
11/05/1984;1984;mai;11
12/05/1984;1984;mai;12
13/05/1984;1984;mai;13
14/05/1984;1984;mai;14
15/05/1984;1984;mai;15
16/05/1984;1984;mai;16
17/05/1984;1984;mai;17
18/05/1984;1984;mai;18
19/05/1984;1984;mai;19
20/05/1984;1984;mai;20
21/05/1984;1984;mai;21
22/05/1984;1984;mai;22
23/05/1984;1984;mai;23
24/05/1984;1984;mai;24
25/05/1984;1984;mai;25
26/05/1984;1984;mai;26
27/05/1984;1984;mai;27
28/05/1984;1984;mai;28
29/05/1984;1984;mai;29
30/05/1984;1984;mai;30
31/05/1984;1984;mai;31
01/06/1984;1984;jun;1
02/06/1984;1984;jun;2
03/06/1984;1984;jun;3
04/06/1984;1984;jun;4
05/06/1984;1984;jun;5
06/06/1984;1984;jun;6
07/06/1984;1984;jun;7
08/06/1984;1984;jun;8
09/06/1984;1984;jun;9
10/06/1984;1984;jun;10
11/06/1984;1984;jun;11
12/06/1984;1984;jun;12
13/06/1984;1984;jun;13
14/06/1984;1984;jun;14
15/06/1984;1984;jun;15
16/06/1984;1984;jun;16
17/06/1984;1984;jun;17
18/06/1984;1984;jun;18
19/06/1984;1984;jun;19
20/06/1984;1984;jun;20
21/06/1984;1984;jun;21
22/06/1984;1984;jun;22
23/06/1984;1984;jun;23
24/06/1984;1984;jun;24
25/06/1984;1984;jun;25
26/06/1984;1984;jun;26
27/06/1984;1984;jun;27
28/06/1984;1984;jun;28
29/06/1984;1984;jun;29
30/06/1984;1984;jun;30
01/07/1984;1984;jul;1
02/07/1984;1984;jul;2
03/07/1984;1984;jul;3
04/07/1984;1984;jul;4
05/07/1984;1984;jul;5
06/07/1984;1984;jul;6
07/07/1984;1984;jul;7
08/07/1984;1984;jul;8
09/07/1984;1984;jul;9
10/07/1984;1984;jul;10
11/07/1984;1984;jul;11
12/07/1984;1984;jul;12
13/07/1984;1984;jul;13
14/07/1984;1984;jul;14
15/07/1984;1984;jul;15
16/07/1984;1984;jul;16
17/07/1984;1984;jul;17
18/07/1984;1984;jul;18
19/07/1984;1984;jul;19
20/07/1984;1984;jul;20
21/07/1984;1984;jul;21
22/07/1984;1984;jul;22
23/07/1984;1984;jul;23
24/07/1984;1984;jul;24
25/07/1984;1984;jul;25
26/07/1984;1984;jul;26
27/07/1984;1984;jul;27
28/07/1984;1984;jul;28
29/07/1984;1984;jul;29
30/07/1984;1984;jul;30
31/07/1984;1984;jul;31
01/08/1984;1984;ago;1
02/08/1984;1984;ago;2
03/08/1984;1984;ago;3
04/08/1984;1984;ago;4
05/08/1984;1984;ago;5
06/08/1984;1984;ago;6
07/08/1984;1984;ago;7
08/08/1984;1984;ago;8
09/08/1984;1984;ago;9
10/08/1984;1984;ago;10
11/08/1984;1984;ago;11
12/08/1984;1984;ago;12
13/08/1984;1984;ago;13
14/08/1984;1984;ago;14
15/08/1984;1984;ago;15
16/08/1984;1984;ago;16
17/08/1984;1984;ago;17
18/08/1984;1984;ago;18
19/08/1984;1984;ago;19
20/08/1984;1984;ago;20
21/08/1984;1984;ago;21
22/08/1984;1984;ago;22
23/08/1984;1984;ago;23
24/08/1984;1984;ago;24
25/08/1984;1984;ago;25
26/08/1984;1984;ago;26
27/08/1984;1984;ago;27
28/08/1984;1984;ago;28
29/08/1984;1984;ago;29
30/08/1984;1984;ago;30
31/08/1984;1984;ago;31
01/09/1984;1984;set;1
02/09/1984;1984;set;2
03/09/1984;1984;set;3
04/09/1984;1984;set;4
05/09/1984;1984;set;5
06/09/1984;1984;set;6
07/09/1984;1984;set;7
08/09/1984;1984;set;8
09/09/1984;1984;set;9
10/09/1984;1984;set;10
11/09/1984;1984;set;11
12/09/1984;1984;set;12
13/09/1984;1984;set;13
14/09/1984;1984;set;14
15/09/1984;1984;set;15
16/09/1984;1984;set;16
17/09/1984;1984;set;17
18/09/1984;1984;set;18
